id,target
50715,0
50740,0
50843,0
50954,0
50957,0
51045,0
51112,0
51230,0
51233,0
51287,0
51312,0
51313,0
51362,0
51424,0
51466,0
51650,0
51652,0
51663,0
51700,0
51750,0
51834,0
51855,0
51863,0
51889,0
51924,0
52133,0
52194,0
52429,0
52469,0
52497,0
52522,0
52526,0
52645,0
52678,0
52716,0
52725,0
52767,0
52828,0
52990,0
53077,0
53230,0
53266,0
53406,1
53439,0
53440,0
53454,0
53524,0
53658,0
53711,0
53832,0
53860,0
53869,0
53995,0
54002,0
54120,0
54168,0
54179,0
54222,0
54455,0
54534,0
54539,0
54566,0
54582,0
54613,0
54629,0
54744,0
54873,0
54886,0
54938,0
55005,0
55040,0
55047,0
55156,0
55306,0
55395,0
55431,0
55500,0
55533,0
55613,0
55654,0
55681,0
55730,0
55773,0
55781,0
55988,0
56049,0
56066,0
56107,0
56170,0
56310,0
56402,0
56439,0
56452,0
56491,0
56503,0
56607,0
56855,1
56979,0
57098,1
57125,1
57368,1
57437,0
57559,0
57609,0
57647,0
57746,0
57794,0
57835,1
57997,0
58036,1
58046,0
58104,0
58195,1
58208,0
58230,0
58254,1
58329,0
58465,1
58771,0
58847,1
58873,0
59145,1
59175,0
59338,0
59339,0
59425,0
59450,1
59509,1
59758,0
59934,0
60038,0
60070,1
60074,0
60101,0
60187,0
60188,0
60197,0
60229,0
60243,1
60274,0
60417,0
60457,1
60467,0
60753,1
60754,1
60806,1
60829,1
60915,0
60940,0
61097,0
61215,1
61326,1
61398,1
61552,1
61606,1
61638,1
61657,1
61671,1
61794,1
61847,1
61860,1
61862,1
61879,1
61919,1
61988,1
62037,1
62186,1
62217,1
62247,1
62271,1
62389,1
62456,1
62469,1
62541,1
62643,1
62725,1
62784,1
62898,1
62925,1
62956,1
63065,1
63134,1
63136,1
63157,1
63224,1
63421,1
63469,1
63578,1
63732,1
63816,1
63966,1
63976,1
64034,1
64076,1
64120,1
64155,1
64212,1
64252,1
64284,1
64307,1
64346,1
64376,1
64437,1
64461,1
64598,1
64766,1
64882,1
64908,1
64921,1
64995,1
65023,1
65068,1
65331,1
65336,1
65411,1
65423,1
65448,1
65494,1
65505,1
65601,1
65683,1
65807,0
65885,0
65922,0
65925,0
66052,0
66151,0
66154,0
66186,0
66192,0
66209,0
66239,0
66349,0
66436,0
66622,0
66679,0
66736,0
66962,0
67024,0
67085,0
67166,0
67264,0
67274,0
67320,0
67325,0
67337,0
67366,0
67423,0
67499,0
67586,0
67650,0
67696,0
67880,0
68016,0
68045,0
68201,0
68286,0
68532,0
68591,0
68625,0
68684,0
68969,0
68973,0
69075,0
69118,0
69221,0
69253,0
69256,0
69270,0
69288,0
69296,0
69337,0
69459,0
69476,0
69548,0
69622,0
69677,1
69755,0
69760,0
69798,0
69819,0
69836,0
69869,0
70071,0
70159,0
70176,0
70217,0
70250,0
70292,0
70308,0
70352,0
70366,0
70423,1
70492,1
70520,0
70599,1
70611,0
70654,1
70672,0
70685,0
70865,0
70951,0
71040,0
71049,1
71100,1
71160,0
71213,0
71303,0
71414,0
71427,0
71485,0
71496,1
71500,1
71620,0
71655,0
71772,0
71796,1
71870,0
71887,0
71889,0
71938,0
72066,0
72142,0
72186,0
72212,1
72268,0
72345,0
72451,0
72516,0
72519,0
72527,1
72645,0
72858,0
72938,0
72987,1
73186,1
73194,1
73212,0
73407,0
73457,1
73531,1
73555,0
73557,0
73594,0
74033,0
74246,0
74258,0
74290,0
74371,0
74467,1
74565,1
74670,0
74728,0
74915,0
75053,0
75183,0
75199,0
75207,0
75208,1
75280,0
75416,1
75459,1
75522,0
75560,0
75629,0
75675,1
75751,0
75950,0
76032,0
76038,0
76066,0
76098,0
76142,0
76169,0
76329,0
76406,0
76529,0
76579,0
76645,1
76683,0
76782,0
76839,1
76854,0
76856,0
76880,0
77007,0
77332,0
77347,0
77470,1
77583,1
77591,1
77729,0
77776,0
77892,0
77960,0
77988,0
78178,0
78220,0
78226,0
78252,0
78316,0
78339,0
78452,0
78589,0
78734,0
78847,1
78862,1
78910,0
78992,0
79042,0
79132,0
79353,0
79460,0
79470,0
79604,1
79649,1
79669,1
79726,1
79787,1
79986,1
80023,0
80235,0
80253,0
80316,1
80330,0
80343,1
80386,0
80461,0
80482,0
80491,0
80541,1
80616,0
80630,0
80634,1
80639,1
80669,1
80818,0
80882,1
80889,1
80893,0
80905,0
80915,0
80949,0
80950,0
81064,0
81154,1
81316,0
81385,0
81390,0
81425,0
81430,1
81480,1
81500,0
81522,1
81563,1
81806,0
81854,0
81881,0
81887,0
81908,0
82026,0
82098,0
82126,0
82128,1
82134,0
82189,0
82351,0
82399,0
82597,0
82621,1
82673,0
82706,0
82717,0
82798,0
82850,0
82911,0
82925,0
82949,1
82951,0
82976,0
83029,0
83221,0
83223,0
83273,1
83289,0
83296,0
83345,0
83402,0
83451,0
83475,0
83476,1
83663,0
83679,0
83709,0
83763,0
83796,0
83803,0
83813,0
83823,0
83886,0
83918,0
83946,0
84337,0
84343,0
84415,0
84519,0
84544,0
84608,1
84633,1
84653,0
84774,0
84855,0
84921,0
84974,0
84976,0
85065,0
85078,0
85119,0
85128,0
85214,0
85218,1
85242,0
85340,0
85348,0
85455,0
85499,0
85504,1
85546,0
85585,0
85600,1
85702,0
85748,0
85792,0
85843,0
85877,0
85903,0
85915,0
86045,0
86132,0
86167,0
86294,0
86394,1
86542,0
86598,0
86666,1
86668,1
86703,0
86760,1
86788,0
86805,1
86918,0
86935,0
86957,1
86967,0
87116,0
87121,1
87154,0
87261,0
87394,0
87560,1
87589,1
87601,1
87649,1
87725,1
87925,1
87957,0
87976,1
88020,1
88060,1
88132,1
88185,1
88224,1
88237,1
88281,1
88313,0
88335,1
88343,1
88348,1
88425,1
88449,1
88470,0
88511,0
88568,1
88607,1
88755,1
88761,1
88839,1
88867,1
88876,1
88929,1
88961,1
89026,1
89030,1
89058,0
89100,1
89163,0
89332,1
89391,1
89421,1
89523,1
89687,1
89723,1
89817,1
89926,1
90370,1
90398,1
90416,1
90565,1
90599,1
90602,1
90748,1
90785,1
90845,1
90876,1
90880,1
91155,1
91262,1
91300,1
91322,1
91352,1
91503,1
91513,1
91526,1
91617,1
91621,1
91647,1
91656,1
91717,1
91736,1
91796,1
91818,1
91896,1
91960,1
91985,1
91987,1
92010,1
92206,1
92250,1
92395,1
92497,1
92513,1
92521,1
92551,1
92583,1
92641,1
92754,1
92907,1
92912,0
92967,1
92976,1
93050,1
93144,1
93261,1
93289,1
93290,1
93349,1
93395,1
93519,1
93582,1
93642,1
93662,1
94138,1
94143,1
94487,1
94541,1
94546,1
94571,1
94671,1
94689,1
94722,1
94814,1
94824,1
94849,1
94858,1
94962,1
95011,1
95024,1
95042,1
95155,0
95165,1
95193,1
95341,1
95438,0
95440,1
95513,1
95703,1
95819,1
95932,1
95948,1
95960,1
96078,1
96134,1
96334,1
96361,1
96424,1
96499,1
96572,1
96595,1
96643,1
96706,0
96794,0
96849,1
97082,1
97163,1
97276,0
97359,1
97384,1
97481,1
97502,0
97527,1
97591,1
97596,1
97611,1
97628,1
97685,1
97715,1
97754,1
97928,1
97945,1
97946,1
98012,1
98118,1
98199,1
98329,1
98352,1
98423,1
98493,0
98532,1
98638,1
98664,0
98822,1
98836,1
98937,1
98938,1
98971,1
99021,1
99059,1
99179,1
99200,1
99273,1
99363,1
99366,1
99413,1
99438,1
99549,1
99659,1
99691,1
99716,0
99732,0
99746,1
99862,1
100017,1
100133,1
100167,1
100172,1
100328,1
100353,1
100401,1
100427,1
100596,1
100615,1
100643,1
100657,1
100676,0
100692,1
100851,1
100887,0
101007,1
101080,1
101108,1
101172,1
101238,1
101251,1
101262,1
101299,1
101337,1
101475,1
101510,1
101703,1
101731,0
101760,1
101793,1
101794,1
101826,1
101860,1
101945,1
101989,1
102159,1
102202,1
102351,1
102363,1
102386,1
102420,1
102458,1
102507,1
102536,1
102547,1
102596,0
102607,1
102871,1
102896,1
102961,1
102968,1
103010,1
103246,1
103316,1
103459,1
103467,1
103526,1
103552,1
103772,1
103778,1
103779,1
103849,1
103856,1
103874,1
103890,1
103923,0
103959,0
103961,1
103964,1
103966,1
103984,0
104066,1
104092,0
104125,1
104126,1
104408,1
104445,1
104463,1
104493,1
104750,1
104781,0
104786,1
104856,1
104944,1
105124,1
105201,1
105317,1
105331,1
105346,1
105363,1
105413,1
105605,1
105766,0
105838,1
105841,1
105994,1
106052,0
106136,1
106317,1
106596,1
106602,1
106630,1
106633,1
106706,1
106762,1
106775,1
106809,1
106846,1
106960,0
106979,1
107036,1
107084,1
107115,1
107154,1
107181,1
107286,1
107498,1
107572,1
107583,1
107627,1
107891,1
107931,1
107952,1
108092,1
108125,1
108238,1
108319,1
108326,1
108366,1
108401,1
108460,1
108504,1
108620,1
108685,1
108728,1
108806,1
108824,1
108860,1
108866,1
108944,1
108945,1
108957,1
109017,1
109102,1
109221,1
109224,1
109337,1
109377,1
109380,1
109496,1
109617,1
109721,1
109751,1
109802,1
109847,1
109866,1
109931,1
110013,1
110095,1
110151,1
110164,1
110185,1
110244,1
110330,1
110558,0
110586,1
110646,1
110711,1
110765,0
110784,1
110835,1
110852,1
110872,1
111145,1
111154,1
111180,1
111288,1
111405,1
111458,1
111459,1
111486,1
111513,1
111528,1
111536,1
111578,1
111585,1
111611,1
111639,1
111647,1
111670,1
111725,1
111843,1
111844,1
111875,1
111893,1
112006,1
112113,1
112159,1
112198,1
112253,1
112299,1
112390,1
112419,1
112442,1
112459,1
112505,1
112635,1
112882,1
112899,1
112910,1
112946,1
112991,1
113037,1
113043,1
113098,1
113399,1
113434,1
113493,1
113505,1
113547,1
113651,1
113710,1
113721,1
113786,1
113870,1
113873,1
113910,1
114007,1
114042,1
114116,1
114117,1
114201,1
114206,1
114229,1
114280,1
114308,1
114326,1
114404,1
114419,1
114534,1
114548,1
114559,1
114626,1
114769,1
114815,1
114836,1
114865,1
114927,1
114937,1
114958,1
114971,1
115135,1
115154,1
115300,1
115387,1
115477,1
115530,1
115569,1
115573,1
115601,1
115632,1
115646,1
115654,1
115707,1
115817,1
116046,1
116047,1
116074,1
116083,1
116111,1
116128,1
116198,1
116246,1
116563,1
116574,1
116586,1
116669,1
116690,1
116691,1
116749,1
116787,1
116837,1
117000,1
117036,1
117042,1
117058,1
117084,1
117120,1
117162,1
117186,1
117225,1
117263,1
117332,1
117365,1
117398,1
117486,1
117537,1
117560,1
117662,1
117719,1
117818,1
117969,1
118010,1
118027,1
118036,1
118193,1
118216,1
118320,1
118401,1
118486,1
118608,1
118775,1
118827,1
118876,1
118877,1
118966,1
118978,1
119021,1
119031,1
119147,1
119206,1
119424,1
119723,1
119742,1
119869,1
119989,1
120034,1
120071,1
120407,1
120520,1
120555,1
120695,1
120703,1
120704,1
120751,1
120805,1
120810,1
120822,1
120878,1
120893,1
120922,1
120981,1
121070,1
121113,1
121233,1
121327,1
121399,1
121411,1
121602,1
121618,1
121630,1
121677,1
121679,1
121848,1
121874,1
121992,1
122035,1
122054,1
122065,1
122192,1
122365,1
122461,1
122519,1
122556,1
122649,1
122679,1
122778,1
122898,1
122907,1
122960,1
123106,1
123193,1
123199,1
123256,1
123289,1
123292,1
123294,1
123455,1
123537,1
123597,1
123665,1
123710,1
123828,1
123844,1
123852,1
123957,1
123976,1
124009,1
124072,1
124292,1
124327,1
124432,1
124444,1
124563,1
124741,1
124744,1
124886,1
124950,1
124974,1
125046,1
125097,1
125168,1
125170,1
125243,1
125269,1
125341,1
125370,1
125405,1
125469,1
125578,1
125622,1
125713,1
125806,1
125814,1
126074,1
126133,1
126222,1
126302,1
126364,1
126482,1
126592,1
126685,1
126747,1
126801,1
126873,1
126887,1
126906,1
127044,1
127069,1
127080,1
127112,1
127151,1
127573,1
127575,1
127652,1
127671,1
127781,1
127813,1
127818,1
127848,1
127941,1
127988,1
128156,1
128168,1
128240,1
128268,1
128410,1
128459,1
128487,1
128513,1
128580,1
128588,1
128772,1
128833,1
128850,1
128853,1
128919,1
128931,1
129009,1
129126,1
129150,1
129156,1
129330,1
129404,1
129430,1
129460,1
