path,file_name,leaf_weight,img_path,meta_path,EC관측치_sum,최근분무량_sum,총추정광량_sum,백색광추정광량_sum,적색광추정광량_sum,청색광추정광량_sum,내부온도관측치_mean,내부온도관측치_min,내부습도관측치_mean,내부습도관측치_min,CO2관측치_mean,최근분무량_mean,true_pixel
CASE20,CASE20_11,24.119,data/train/CASE20/image/CASE20_11,data/train/CASE20/meta/CASE20_11,78.22233711555593,474.7789305555555,269109.8738,218522.35955,19253.598,31333.916250000002,25.55586795343289,20.3999996185302,71.51218754185568,67.6999969482421,764.1322916666667,474.7789305555555,108424
CASE20,CASE20_12,31.588,data/train/CASE20/image/CASE20_12,data/train/CASE20/meta/CASE20_12,548.1925391685204,593.3166388888889,269127.8957,218513.07724999997,19280.9022,31333.916250000002,25.448055492507045,19.8999996185302,72.35729734185708,58.4000015258789,778.1309027777648,593.3166388888889,201520
CASE18,CASE18_01,0.668,data/train/CASE18/image/CASE18_01,data/train/CASE18/meta/CASE18_01,5799.014584541315,612.9178680555556,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.733906497754212,20.7235942762345,34.529833294753026,25.0,538.9270833333334,612.9178680555556,177
CASE18,CASE18_02,1.031,data/train/CASE18/image/CASE18_02,data/train/CASE18/meta/CASE18_02,5882.71750569343,645.5487986111111,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,24.775054616438577,19.5,33.67217378591534,23.056491214782,498.8701388888889,645.5487986111111,134
CASE18,CASE18_03,1.373,data/train/CASE18/image/CASE18_03,data/train/CASE18/meta/CASE18_03,5959.547048091882,709.3548194444444,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,23.99438635859572,18.5850848476402,35.38082854074274,25.2999992370605,502.97222222222223,709.3548194444444,390
CASE18,CASE18_04,1.627,data/train/CASE18/image/CASE18_04,data/train/CASE18/meta/CASE18_04,5967.217401027673,583.2198125,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.533753527494312,21.6199985502753,39.94695122499793,27.0,520.8354166666667,583.2198125,811
CASE18,CASE18_05,1.481,data/train/CASE18/image/CASE18_05,data/train/CASE18/meta/CASE18_05,6008.863721370692,482.8170486111111,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.58268974371364,22.0,42.44454896759263,31.2000007629394,538.4111111111112,482.8170486111111,9002
CASE18,CASE18_06,2.127,data/train/CASE18/image/CASE18_06,data/train/CASE18/meta/CASE18_06,6064.6314196586545,437.6494444444444,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.816284490130126,22.6000003814697,45.20662674489479,38.599998474121,558.2472222222223,437.6494444444444,30997
CASE18,CASE18_07,3.158,data/train/CASE18/image/CASE18_07,data/train/CASE18/meta/CASE18_07,6131.459773063652,532.4549027777778,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.71859160966122,22.5800025940407,49.896670980874156,28.2999992370605,531.3840277777881,532.4549027777778,52880
CASE18,CASE18_08,4.222,data/train/CASE18/image/CASE18_08,data/train/CASE18/meta/CASE18_08,6201.419041156763,631.9072361111112,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.984432057126867,23.2999992370605,55.919453909791024,43.7999992370605,536.975,631.9072361111112,95924
CASE18,CASE18_09,6.223,data/train/CASE18/image/CASE18_09,data/train/CASE18/meta/CASE18_09,6285.55251359939,654.3707291666667,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.114628778658787,22.7999992370605,60.23930523287446,54.599998474121,467.2631944444444,654.3707291666667,161374
CASE18,CASE18_10,10.218,data/train/CASE18/image/CASE18_10,data/train/CASE18/meta/CASE18_10,6355.234838485712,644.80925,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,24.916295166815765,21.7599990842863,63.51720422026356,39.2000007629394,438.3767361111085,644.80925,256216
CASE18,CASE18_11,14.736,data/train/CASE18/image/CASE18_11,data/train/CASE18/meta/CASE18_11,6372.38319396972,568.8267638888889,814101.1199999999,445550.39999999997,142974.71999999997,225576.00000000006,25.664876934439842,21.939999771188,68.26419326146583,46.9000015258789,454.0097222222222,568.8267638888889,412374
CASE17,CASE17_01,295.346,data/train/CASE17/image/CASE17_01,data/train/CASE17/meta/CASE17_01,4198.1758274995,552.7528680555555,611037.4395999999,334416.51619999995,107310.47039999998,169310.45300000004,22.892117966888886,19.39999962,80.33197916096181,53.29999924,488.76666666666665,552.7528680555555,1849411
CASE17,CASE17_02,288.597,data/train/CASE17/image/CASE17_02,data/train/CASE17/meta/CASE17_02,4238.832873138,568.6313958333333,610575.8399999999,334162.8,107231.03999999998,169182.00000000003,23.20874990790278,20.5,81.00215280591667,36.79999924,513.380843254375,568.6313958333333,4308532
CASE17,CASE17_03,389.307,data/train/CASE17/image/CASE17_03,data/train/CASE17/meta/CASE17_03,3065.97253069,579.8267847222222,611706.5359999998,334781.62,107429.61599999998,169495.30000000005,23.94027767486111,20.5,79.13312493557986,31.60000038,522.3682638888889,579.8267847222222,3195983
CASE57,CASE57_01,0.275,data/train/CASE57/image/CASE57_01,data/train/CASE57/meta/CASE57_01,840.530826568601,721.2792037037037,35996.759399999995,35996.759399999995,0.0,0.0,31.37699412768753,30.2999992370605,52.53413718795065,38.2999992370605,489.25046382189237,721.2792037037037,0
CASE57,CASE57_02,1.155,data/train/CASE57/image/CASE57_02,data/train/CASE57/meta/CASE57_02,2272.7662106752323,736.370625,213257.74839999998,213257.74839999998,0.0,0.0,31.14652768903304,27.2000007629394,43.19701386557681,36.7000007629394,490.21180555555554,736.370625,0
CASE57,CASE57_03,1.162,data/train/CASE57/image/CASE57_03,data/train/CASE57/meta/CASE57_03,2285.265788197511,725.2730902777778,213189.67819999997,213189.67819999997,0.0,0.0,30.70493051608399,23.7000007629394,48.464166712760886,34.9000015258789,493.6826388888889,725.2730902777778,0
CASE57,CASE57_04,1.406,data/train/CASE57/image/CASE57_04,data/train/CASE57/meta/CASE57_04,2353.0977944135593,712.1215277777778,213152.549,213152.549,0.0,0.0,28.15614583823412,23.6000003814697,51.758749983045746,43.5,497.59722222222223,712.1215277777778,0
CASE57,CASE57_05,1.791,data/train/CASE57/image/CASE57_05,data/train/CASE57/meta/CASE57_05,2344.288493633263,763.8668333333334,213203.60165,213203.60165,0.0,0.0,29.480624930063843,26.8999996185302,53.54576393498311,47.2000007629394,521.4416666666667,763.8668333333334,0
CASE57,CASE57_06,2.05,data/train/CASE57/image/CASE57_06,data/train/CASE57/meta/CASE57_06,2400.005254745476,720.3694583333332,213175.75474999996,213175.75474999996,0.0,0.0,25.847916554742344,23.3999996185302,55.884999990463214,45.7999992370605,520.7541666666667,720.3694583333332,0
CASE57,CASE57_07,2.76,data/train/CASE57/image/CASE57_07,data/train/CASE57/meta/CASE57_07,2380.8632519245075,693.4711111111111,213169.56655,213169.56655,0.0,0.0,28.005555448267156,23.6000003814697,54.79840271472927,49.0,521.3493055555556,693.4711111111111,8
CASE57,CASE57_08,3.889,data/train/CASE57/image/CASE57_08,data/train/CASE57/meta/CASE57_08,2404.5597658157276,760.1617013888889,213158.73719999997,213158.73719999997,0.0,0.0,26.631215192874233,23.3999996185302,58.38090280426869,51.2000007629394,509.97291666666666,760.1617013888889,30
CASE57,CASE57_09,4.674,data/train/CASE57/image/CASE57_09,data/train/CASE57/meta/CASE57_09,2368.945615291588,746.7422222222223,213262.38954999996,213262.38954999996,0.0,0.0,29.017083264721723,27.3999996185302,59.26124995019697,53.5,506.5541666666667,746.7422222222223,190
CASE57,CASE57_10,5.669,data/train/CASE57/image/CASE57_10,data/train/CASE57/meta/CASE57_10,2357.035852193825,734.0568541666665,213188.13115,213188.13115,0.0,0.0,29.792777748902598,27.8999996185302,58.78166662587056,51.5,492.0722222222222,734.0568541666665,156
CASE57,CASE57_11,7.096,data/train/CASE57/image/CASE57_11,data/train/CASE57/meta/CASE57_11,2361.36874842643,713.96625,213172.66064999998,213172.66064999998,0.0,0.0,30.031944192780337,27.6000003814697,58.27104162904947,50.4000015258789,493.2138888888889,713.96625,2266
CASE57,CASE57_12,12.138,data/train/CASE57/image/CASE57_12,data/train/CASE57/meta/CASE57_12,2414.9993617534565,701.3639166666667,213116.96684999997,213116.96684999997,0.0,0.0,29.002152544922247,27.7999992370605,58.04694444603386,50.2000007629394,506.5423611111111,701.3639166666667,5547
CASE57,CASE57_13,17.865,data/train/CASE57/image/CASE57_13,data/train/CASE57/meta/CASE57_13,2406.8248003721164,694.1931666666667,213253.10725,213253.10725,0.0,0.0,29.737569194369794,27.0,57.95201391114125,46.5,483.09930555555553,694.1931666666667,7615
CASE57,CASE57_14,23.115,data/train/CASE57/image/CASE57_14,data/train/CASE57/meta/CASE57_14,2432.8465486764835,743.2593055555554,213189.67819999997,213189.67819999997,0.0,0.0,29.162847202353966,26.6000003814697,57.32246526744627,41.7000007629394,483.62152777777777,743.2593055555554,6719
CASE57,CASE57_15,29.282,data/train/CASE57/image/CASE57_15,data/train/CASE57/meta/CASE57_15,2460.736335813992,718.1467986111111,193947.1477,173733.71499999997,13770.4182,6443.014499999998,28.59076381193263,26.2999992370605,57.9634375095367,49.099998474121,494.1267361111111,718.1467986111111,14430
CASE57,CASE57_16,38.09,data/train/CASE57/image/CASE57_16,data/train/CASE57/meta/CASE57_16,2482.3597344160007,672.7845277777777,182459.7451,149172.74920000002,22642.6284,10644.367499999997,28.983958207236356,27.2999992370605,58.96236109733577,52.599998474121,497.2270833333333,672.7845277777777,11919
CASE57,CASE57_17,50.375,data/train/CASE57/image/CASE57_17,data/train/CASE57/meta/CASE57_17,2516.3841526508263,694.5071111111112,182467.2207,149183.57855,22638.4914,10645.150749999997,30.513680509726164,28.6000003814697,56.477916651301875,44.0,494.8951388888889,694.5071111111112,18176
CASE57,CASE57_18,64.794,data/train/CASE57/image/CASE57_18,data/train/CASE57/meta/CASE57_18,2593.711692512028,730.3976944444444,182553.42839999998,149120.1495,22741.9164,10691.362499999997,30.897847057713353,29.0,56.55968750847706,43.0,487.3697916666667,730.3976944444444,54596
CASE57,CASE57_19,79.14,data/train/CASE57/image/CASE57_19,data/train/CASE57/meta/CASE57_19,2733.358695566647,671.78875,182551.8174,149146.44935,22717.921799999996,10687.446249999997,30.426458251476248,27.8999996185302,56.86031252675582,44.099998474121,482.0208333333333,671.78875,101560
CASE57,CASE57_20,88.423,data/train/CASE57/image/CASE57_20,data/train/CASE57/meta/CASE57_20,2930.9220733642514,649.1011041666667,182559.60729999997,149160.3728,22720.404000000002,10678.830499999996,29.345069301128337,27.2999992370605,57.9520138846503,47.9000015258789,493.03784722222224,649.1011041666667,133099
CASE57,CASE57_21,113.179,data/train/CASE57/image/CASE57_21,data/train/CASE57/meta/CASE57_21,2391.0544852837847,720.5222291666666,182509.04450000002,149191.3138,22660.831199999997,10656.899499999998,28.85187491973237,27.3999996185302,58.12111109362704,46.5,497.0527777777778,720.5222291666666,280180
CASE57,CASE57_22,141.528,data/train/CASE57/image/CASE57_22,data/train/CASE57/meta/CASE57_22,2341.575415432446,665.500201388889,182629.8991,149237.7253,22705.510800000004,10686.662999999999,29.329791612095264,28.0,58.75531248913867,52.099998474121,507.7104166666667,665.500201388889,323083
CASE57,CASE57_23,143.279,data/train/CASE57/image/CASE57_23,data/train/CASE57/meta/CASE57_23,2381.05432969331,725.6149166666667,182630.51195,149234.6312,22716.267,10679.613749999997,29.667638909816702,28.2999992370605,59.3985069526566,47.599998474121,511.6121527777778,725.6149166666667,625927
CASE57,CASE57_24,176.769,data/train/CASE57/image/CASE57_24,data/train/CASE57/meta/CASE57_24,2449.892757534973,688.4464305555556,182539.56414999996,149168.10805,22698.8916,10672.564499999997,29.231735983159762,27.7000007629394,60.00583335558569,53.9000015258789,507.62152777777777,688.4464305555556,762720
CASE57,CASE57_25,207.281,data/train/CASE57/image/CASE57_25,data/train/CASE57/meta/CASE57_25,2530.123579740518,705.4399583333334,182590.8027,149185.1256,22723.7136,10681.963499999996,29.193958281146116,28.0,59.88885416719644,52.7999992370605,486.7284722222222,705.4399583333334,290069
CASE57,CASE57_26,241.46,data/train/CASE57/image/CASE57_26,data/train/CASE57/meta/CASE57_26,2688.895134389394,757.5130347222222,182634.21245,149191.3138,22746.0534,10696.845249999997,29.389583378367913,28.2999992370605,60.23739576074808,47.7000007629394,499.4736111111111,757.5130347222222,464472
CASE57,CASE57_27,266.695,data/train/CASE57/image/CASE57_27,data/train/CASE57/meta/CASE57_27,2999.310736775392,743.6175763888889,182650.37265,149203.69019999998,22743.5712,10703.111249999996,29.27847212155656,28.3999996185302,60.99138880305816,55.5,502.3923611111111,743.6175763888889,891871
CASE40,CASE40_01,0.093,data/train/CASE40/image/CASE40_01,data/train/CASE40/meta/CASE40_01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
CASE40,CASE40_02,0.357,data/train/CASE40/image/CASE40_02,data/train/CASE40/meta/CASE40_02,2000.2055189609528,738.7610490196079,184561.51795,184561.51795,0.0,0.0,30.268694644587313,27.5,53.600392589625244,38.70000076293945,428.9313052011776,738.7610490196079,0
CASE40,CASE40_03,0.637,data/train/CASE40/image/CASE40_03,data/train/CASE40/meta/CASE40_03,2755.2520537376404,735.0409236111111,213140.1726,213140.1726,0.0,0.0,34.37979142533408,30.39999961853028,48.122083293067085,40.0,432.2923611111111,735.0409236111111,0
CASE40,CASE40_04,0.884,data/train/CASE40/image/CASE40_04,data/train/CASE40/meta/CASE40_04,2865.4167581796646,618.0943125,213318.08335,213318.08335,0.0,0.0,29.20291657977634,24.299999237060547,54.54201387829251,45.900001525878906,436.36875,618.0943125,0
CASE40,CASE40_05,1.8,data/train/CASE40/image/CASE40_05,data/train/CASE40/meta/CASE40_05,2921.85191321373,716.4410624999999,213186.58409999998,213186.58409999998,0.0,0.0,27.559097062216864,24.200000762939453,56.69222217135959,49.29999923706055,445.6277777777778,716.4410624999999,1
CASE40,CASE40_06,2.285,data/train/CASE40/image/CASE40_06,data/train/CASE40/meta/CASE40_06,2893.1378709077835,728.9371805555555,213231.44854999997,213231.44854999997,0.0,0.0,30.33118030362659,27.799999237060547,57.778958376248674,48.900001525878906,463.32430555555555,728.9371805555555,0
CASE40,CASE40_07,2.927,data/train/CASE40/image/CASE40_07,data/train/CASE40/meta/CASE40_07,2973.625547885895,714.4969583333334,213259.29544999998,213259.29544999998,0.0,0.0,26.80177076458931,24.100000381469727,57.96840275393592,50.70000076293945,458.43090277777776,714.4969583333334,3
CASE40,CASE40_08,4.236,data/train/CASE40/image/CASE40_08,data/train/CASE40/meta/CASE40_08,2964.168550848961,703.0422013888889,213090.667,213090.667,0.0,0.0,28.045312360260223,24.299999237060547,57.355173615614575,47.09999847412109,463.9135416666667,703.0422013888889,33
CASE40,CASE40_09,6.351,data/train/CASE40/image/CASE40_09,data/train/CASE40/meta/CASE40_09,2983.8663597106934,754.8428958333334,213195.8664,213195.8664,0.0,0.0,27.870069346163007,24.100000381469727,58.59548614819845,50.0,441.5395833333333,754.8428958333334,27
CASE40,CASE40_10,8.544,data/train/CASE40/image/CASE40_10,data/train/CASE40/meta/CASE40_10,2960.1327381134033,726.2236111111112,213256.20135000002,213256.20135000002,0.0,0.0,29.891110875871448,27.89999961853028,58.829513870345224,50.79999923706055,446.56458333333336,726.2236111111112,2655
CASE40,CASE40_11,11.539,data/train/CASE40/image/CASE40_11,data/train/CASE40/meta/CASE40_11,2965.346408843994,727.6440555555555,213188.13114999997,213188.13114999997,0.0,0.0,30.362847117582955,28.5,58.520486153496634,49.79999923706055,436.45625,727.6440555555555,6260
CASE40,CASE40_12,16.548,data/train/CASE40/image/CASE40_12,data/train/CASE40/meta/CASE40_12,3002.3695232868195,715.0524583333333,213188.13115,213188.13115,0.0,0.0,29.359236069520314,27.799999237060547,57.97187500264909,50.09999847412109,449.9458333333333,715.0524583333333,14707
CASE40,CASE40_13,19.796,data/train/CASE40/image/CASE40_13,data/train/CASE40/meta/CASE40_13,3029.4334000349045,766.5700347222223,213120.06094999996,213120.06094999996,0.0,0.0,29.333472147252824,27.600000381469727,58.11413199371762,50.0,438.7753472222222,766.5700347222223,43729
CASE40,CASE40_14,29.371,data/train/CASE40/image/CASE40_14,data/train/CASE40/meta/CASE40_14,3055.130837202072,659.3803472222222,182607.31110000002,148922.1271,20651.903999999995,13033.279999999995,28.843194349606833,26.799999237060547,58.32236111164093,46.09999847412109,430.2239583333333,659.3803472222222,88637
CASE40,CASE40_15,36.685,data/train/CASE40/image/CASE40_15,data/train/CASE40/meta/CASE40_15,3094.6447117328644,678.6425625,162136.74890000004,106509.75134999999,34094.6718,21532.325749999993,28.14340269168218,26.5,58.31805554760827,51.5,426.99444444444447,678.6425625,170632
CASE40,CASE40_16,47.871,data/train/CASE40/image/CASE40_16,data/train/CASE40/meta/CASE40_16,3137.263974905014,726.3170138888889,162121.4427,106486.54559999998,34125.285599999996,21509.61149999999,27.826874946223366,26.200000762939453,59.38986109892527,53.09999847412109,450.675,726.3170138888889,270309
CASE40,CASE40_17,61.067,data/train/CASE40/image/CASE40_17,data/train/CASE40/meta/CASE40_17,3174.0180785655975,713.4289027777778,161997.57585000002,106452.51049999997,34100.463599999995,21444.601749999994,28.468645795848634,26.89999961853028,59.051388857099745,48.900001525878906,434.75,713.4289027777778,399240
CASE40,CASE40_18,76.092,data/train/CASE40/image/CASE40_18,data/train/CASE40/meta/CASE40_18,3259.5408248901367,765.7922222222221,162040.12575000004,106505.1102,34102.945799999994,21432.06974999999,29.02805548508962,27.299999237060547,57.42381940947639,45.79999923706055,438.9920138888889,765.7922222222221,571567
CASE40,CASE40_19,98.23,data/train/CASE40/image/CASE40_19,data/train/CASE40/meta/CASE40_19,3409.8413935899734,752.2807777777776,162018.54115000003,106429.30475,34106.255399999995,21482.980999999992,29.291041588783266,27.700000762939453,57.43270831637912,48.0,436.29305555555555,752.2807777777776,834511
CASE40,CASE40_20,113.544,data/train/CASE40/image/CASE40_20,data/train/CASE40/meta/CASE40_20,3379.9512454271317,721.0365902777778,161900.85665000003,106378.2521,34090.534799999994,21432.069749999995,28.39173594845666,26.700000762939453,58.417604161633385,50.59999847412109,436.0527777777778,721.0365902777778,1121639
CASE40,CASE40_21,137.349,data/train/CASE40/image/CASE40_21,data/train/CASE40/meta/CASE40_21,2880.720296631567,707.2929513888889,161998.30385000003,106426.21065,34107.9102,21464.18299999999,27.57006930642658,26.299999237060547,59.943611012564766,50.79999923706055,441.3965277777778,707.2929513888889,1385443
CASE40,CASE40_22,160.947,data/train/CASE40/image/CASE40_22,data/train/CASE40/meta/CASE40_22,2937.9336810112,760.1724375,162089.27660000004,106481.90444999999,34093.844399999994,21513.527749999994,27.482777747843002,26.39999961853028,59.97611110607783,53.59999847412109,443.4190972222222,760.1724375,1756984
CASE40,CASE40_23,204.192,data/train/CASE40/image/CASE40_23,data/train/CASE40/meta/CASE40_23,2895.925428032875,617.2271388888889,162093.37840000005,106474.16919999999,34095.4992,21523.709999999995,28.097916618320678,26.89999961853028,60.225347283151415,52.900001525878906,459.2048611111111,617.2271388888889,2105879
CASE40,CASE40_24,253.593,data/train/CASE40/image/CASE40_24,data/train/CASE40/meta/CASE40_24,2888.558837890625,668.8644236111111,162087.89230000004,106458.6987,34121.14859999999,21508.04499999999,28.320173548327553,27.5,61.60031247536342,56.59999847412109,454.29479166666664,668.8644236111111,2520563
CASE40,CASE40_25,271.787,data/train/CASE40/image/CASE40_25,data/train/CASE40/meta/CASE40_25,2905.62881731987,717.3857986111111,162060.01140000005,106522.12774999999,34097.9814,21439.902249999996,27.87687489191691,26.89999961853028,60.70145831902822,55.20000076293945,445.02222222222224,717.3857986111111,2646661
CASE40,CASE40_26,310.704,data/train/CASE40/image/CASE40_26,data/train/CASE40/meta/CASE40_26,2976.73201584816,704.5646666666665,162023.78370000003,106489.63969999999,34101.291,21432.852999999996,27.96395819452074,27.100000381469727,60.261875009536745,51.09999847412109,441.9888888888889,704.5646666666665,3468484
CASE40,CASE40_27,337.736,data/train/CASE40/image/CASE40_27,data/train/CASE40/meta/CASE40_27,3037.641785621643,755.0034513888891,162131.48725000003,106483.4515,34121.975999999995,21526.059749999993,28.246249951256647,27.39999961853028,60.60479164388445,55.20000076293945,446.7013888888889,755.0034513888891,3384988
CASE35,CASE35_01,0.348,data/train/CASE35/image/CASE35_01,data/train/CASE35/meta/CASE35_01,0.0,688.8553333333333,35950.34789999999,35950.34789999999,0.0,0.0,31.327643583789605,30.299999237060547,56.01140997538098,43.70000076293945,520.5064935064935,688.8553333333333,0
CASE35,CASE35_02,1.157,data/train/CASE35/image/CASE35_02,data/train/CASE35/meta/CASE35_02,0.0,717.8215902777779,213232.9956,213232.9956,0.0,0.0,30.914687355359394,27.0,55.22250005933974,46.29999923706055,519.5677083333334,717.8215902777779,0
CASE35,CASE35_03,1.974,data/train/CASE35/image/CASE35_03,data/train/CASE35/meta/CASE35_03,0.0,640.8537569444445,213212.88394999996,213212.88394999996,0.0,0.0,30.54861099852456,23.799999237060547,54.20388892491658,43.29999923706055,521.4736111111112,640.8537569444445,0
