path,file_name,leaf_weight,img_path,meta_path,EC관측치_sum,최근분무량_sum,총추정광량_sum,백색광추정광량_sum,적색광추정광량_sum,청색광추정광량_sum,내부온도관측치_mean,내부온도관측치_min,내부습도관측치_mean,내부습도관측치_min,CO2관측치_mean,최근분무량_mean,true_pixel,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
CASE10,CASE10_17,18.307,data/train/CASE10/image/CASE10_17,data/train/CASE10/meta/CASE10_17,333.78120931470767,5155.899826388889,258506.63975,210256.4714,17842.0536,30408.11475,22.16784718963835,19.799999237060547,67.875,46.0,369.09236111111113,5155.899826388889,216,11.786601,-14.213581,0.5245203,1.0643874,6.406971,10.05573,-6.545547,-7.2791295,3.4220557,-7.4443374,-5.567248,10.153646,-4.7253323,-7.447373,-0.3651284,-0.38373312,11.936197,-1.0421461,-0.032721702,5.0836325,-11.836097,11.192689,5.2348237,0.14886618,8.4580145,-0.2047832,-1.3733978,9.947344,-1.4091526,0.6135169,-3.1577158,-10.617062,-9.286508,-3.808128,7.87606,-2.413729,6.653392,-9.505044,-10.714234,9.805559,-1.0595206,-8.010983,6.6746917,-10.221856,10.229407,-7.2915335,-9.451167,-6.8816867,-9.381371,8.065689,-10.067039,0.53311735,0.738117,9.932771,11.550595,-6.6902547,-0.058505386,3.0015922,3.6891232,9.049931,-4.909005,-3.66027,5.7700596,2.8929744,10.438405,-1.1050001,-1.0214247,-9.620731,-13.722645,7.1917014,-0.46722504,-8.708607,-4.50449,-3.555788,4.9702263,-0.66597605,6.374504,3.099179,4.1697764,0.23562913,0.70599663,-6.906641,3.6164474,-1.5012586,4.5047297,9.375879,-11.083241,-8.400406,-10.001922,-4.3691077,7.989157,-5.99225,1.6382883,12.343353,-9.021873,2.7372985,-7.167984,3.6850195,3.877702,0.42524183,-0.24444748,6.1958156,-5.6725783,-0.5354695,-10.7730665,-3.6036148,8.825289,5.9276333,0.35723448,7.500616,7.1188145,-5.4432316,-7.5401506,-6.273303,-0.3546431,7.992034,12.003538,-0.67201614,-4.8659387,-11.718896,9.94049,0.5628174,-10.665313,-8.862571,-0.14784232,7.2655287,0.17620313,-10.901208
CASE10,CASE10_18,21.18,data/train/CASE10/image/CASE10_18,data/train/CASE10/meta/CASE10_18,463.6501340270042,5523.477416666666,258546.87165,210315.2593,17817.231600000003,30414.38075,22.1302776588334,19.799999237060547,65.44364580843184,45.400001525878906,357.2392361111111,5523.477416666666,174,12.12649,-14.624392,0.52344865,1.0872133,6.5984626,10.308064,-6.6879325,-7.4767995,3.5306199,-7.626434,-5.6689587,10.426524,-4.8835917,-7.7124376,-0.30801043,-0.3567703,12.282735,-1.073566,-0.02929138,5.280197,-12.159053,11.549644,5.347827,0.15565333,8.766599,-0.220097,-1.3847433,10.266502,-1.3910538,0.60599566,-3.2145686,-10.932523,-9.542425,-3.9674397,8.121928,-2.516172,6.8785877,-9.756173,-10.96027,10.098091,-1.0976462,-8.234079,6.857739,-10.483406,10.560842,-7.4994245,-9.725894,-7.046127,-9.643652,8.246549,-10.365722,0.5556885,0.71642864,10.219711,11.885325,-6.8524795,-0.062115163,3.0841181,3.7952676,9.294243,-5.0643663,-3.7593315,5.92249,2.9981084,10.741821,-1.1662496,-1.0710309,-9.923145,-14.127148,7.4202304,-0.5157285,-8.963806,-4.6498804,-3.624082,5.0295415,-0.6778269,6.5476003,3.154152,4.2821336,0.2586359,0.6844151,-7.124794,3.6890616,-1.5596149,4.6056223,9.598469,-11.405153,-8.646564,-10.27275,-4.511904,8.231638,-6.1669207,1.6961349,12.701,-9.289919,2.8095233,-7.3605747,3.8085618,3.9516866,0.46640474,-0.23771198,6.3078136,-5.807807,-0.52636147,-11.113665,-3.6884453,9.095794,6.121558,0.35655367,7.7176876,7.2986956,-5.590028,-7.7516704,-6.4476156,-0.37644655,8.203887,12.338484,-0.6756338,-4.980214,-12.049941,10.199725,0.57050586,-10.933158,-9.086936,-0.1890256,7.498222,0.21383943,-11.208207
CASE10,CASE10_19,26.736,data/train/CASE10/image/CASE10_19,data/train/CASE10/meta/CASE10_19,398.8817997761071,4829.7475069444445,258458.2014,210231.7186,17823.8508,30402.632,22.635972163412305,19.799999237060547,81.0425000137753,65.80000305175781,388.9979166666666,4829.7475069444445,791,10.493417,-12.571756,0.41459712,0.9771817,5.7402916,8.994704,-5.8441052,-6.5485005,3.0279214,-6.5704184,-4.9265485,8.959176,-4.1540093,-6.6846085,-0.30375016,-0.2943186,10.5378895,-0.92238986,0.03328953,4.5051446,-10.490973,9.987138,4.661686,0.11816089,7.4079585,-0.2378271,-1.2253295,8.801088,-1.2008964,0.51410556,-2.7973912,-9.428988,-8.262606,-3.4046419,7.034749,-2.1653652,5.933429,-8.370459,-9.560873,8.72013,-0.9489492,-7.116174,5.946416,-9.134697,9.059092,-6.5062366,-8.442157,-6.151319,-8.34013,7.1795726,-8.985648,0.379347,0.6316259,8.863775,10.375566,-5.9608335,-0.1203218,2.7123454,3.336888,8.098499,-4.371192,-3.3377657,5.1007395,2.546537,9.26072,-0.92819124,-0.84670264,-8.563407,-12.193999,6.439685,-0.38618967,-7.771598,-3.9656339,-3.1770797,4.3835406,-0.6188954,5.662487,2.751062,3.6854267,0.16557054,0.62419933,-6.097268,3.252837,-1.3515472,4.0314,8.277712,-9.933749,-7.5036383,-8.835491,-3.860712,7.109096,-5.346704,1.3873549,11.001537,-8.100348,2.3339677,-6.3832436,3.199504,3.4512517,0.38332254,-0.1977622,5.5563474,-4.9920163,-0.47943968,-9.56809,-3.254182,7.8184357,5.2999964,0.31714466,6.7205143,6.374629,-4.900816,-6.7179527,-5.632809,-0.33860335,7.084186,10.668981,-0.6150055,-4.392931,-10.400466,8.842208,0.53215003,-9.405502,-7.799474,-0.07669394,6.481087,0.06151226,-9.724898
CASE10,CASE10_20,29.958,data/train/CASE10/image/CASE10_20,data/train/CASE10/meta/CASE10_20,238.10292430967093,4913.792722222222,258369.62995000003,210154.3661,17833.7796,30381.48425,23.4745486093892,21.5,82.1241665257348,65.30000305175781,395.5003472222222,4913.792722222222,4082,12.436696,-14.771666,0.48028022,1.1691039,6.7247257,10.530843,-6.7629395,-7.580285,3.496844,-7.6626,-5.64746,10.549671,-4.986914,-7.992895,-0.15103419,-0.22214186,12.474652,-0.9696706,0.02562351,5.507331,-12.361428,11.838454,5.3244104,0.16034205,8.950785,-0.20604812,-1.3634522,10.543213,-1.2245536,0.5069154,-3.1826594,-11.2092495,-9.820966,-4.129457,8.167876,-2.6423469,7.0812373,-9.797057,-10.97447,10.428842,-1.0107003,-8.429101,6.97343,-10.598539,10.784435,-7.6434107,-9.975873,-7.164673,-9.804934,8.27251,-10.613808,0.48097548,0.62396604,10.358397,12.117147,-6.8636913,-0.07852805,3.233981,3.876953,9.452259,-5.1254277,-3.9342153,6.001779,3.0298016,10.931834,-1.1055843,-1.0465539,-10.129944,-14.366863,7.6024785,-0.5705968,-9.15673,-4.818145,-3.5874372,5.0568395,-0.6777216,6.6959043,3.1299102,4.3492427,0.29051283,0.5579943,-7.2674985,3.7203789,-1.5694633,4.5584574,9.644819,-11.682082,-8.789813,-10.301824,-4.557595,8.335854,-6.310133,1.7510465,12.9440775,-9.568899,2.747855,-7.410737,3.8006463,3.9524355,0.44199356,-0.21452567,6.368086,-5.795887,-0.43677807,-11.333574,-3.7541714,9.219137,6.268656,0.37832496,7.905204,7.475454,-5.777257,-7.8955197,-6.566108,-0.43148705,8.191448,12.516285,-0.6560026,-5.0767913,-12.216054,10.370403,0.5261861,-11.020939,-9.135536,-0.24886473,7.7470655,0.34927416,-11.433424
CASE10,CASE10_21,31.459,data/train/CASE10/image/CASE10_21,data/train/CASE10/meta/CASE10_21,323.2769765406847,5967.540361111111,258513.90390000003,210233.26565,17855.292,30425.34625,23.399791634745068,21.39999961853028,81.52930566734737,63.29999923706055,399.2493055555556,5967.540361111111,18804,11.6156845,-13.640613,0.4091818,1.1257544,6.2969866,9.851079,-6.3052564,-7.095741,3.1630251,-7.076723,-5.2227616,9.7424,-4.598008,-7.490454,-0.12970829,-0.17575501,11.557534,-0.8139244,0.09221812,5.1467023,-11.4811945,11.069471,4.9084587,0.13540205,8.213894,-0.21691462,-1.2663952,9.814332,-1.0422891,0.40225297,-2.8919883,-10.422467,-9.170716,-3.8620594,7.5657988,-2.4717784,6.6129236,-9.020343,-10.198638,9.752703,-0.9097451,-7.833534,6.5288787,-9.848722,9.992191,-7.131554,-9.343682,-6.7049813,-9.090759,7.655445,-9.926979,0.32926503,0.52134585,9.614145,11.328872,-6.33933,-0.11855749,3.0764499,3.641884,8.853537,-4.7692733,-3.772974,5.5781193,2.7744942,10.145188,-0.9715185,-0.8935595,-9.413651,-13.334849,7.0905633,-0.53020483,-8.518827,-4.4613447,-3.2790356,4.6934752,-0.66267884,6.254054,2.8892589,4.0373645,0.26417544,0.49973202,-6.7383194,3.4885952,-1.4545164,4.2177362,8.896593,-10.9481,-8.1698,-9.49361,-4.1874976,7.6890526,-5.884568,1.5918281,12.046471,-8.966685,2.432702,-6.8841248,3.4453976,3.6591084,0.37991574,-0.16135958,5.9587874,-5.3152156,-0.39550105,-10.547065,-3.5202506,8.556921,5.8302326,0.39749306,7.4031625,7.024473,-5.4211683,-7.3405743,-6.1592693,-0.42236584,7.545306,11.643291,-0.62938315,-4.7917953,-11.331163,9.652383,0.51647174,-10.196475,-8.426749,-0.21978909,7.252858,0.31578058,-10.656884
CASE10,CASE10_22,32.423,data/train/CASE10/image/CASE10_22,data/train/CASE10/meta/CASE10_22,234.81292304396624,5623.219520833333,258495.96135000003,210250.2832,17831.2974,30414.38075,23.380625002914005,21.39999961853028,82.47930552164713,64.9000015258789,412.5104166666667,5623.219520833333,7475,11.59507,-13.472479,0.3424179,1.1744844,6.2756224,9.840629,-6.319748,-7.0308647,3.119559,-6.9434505,-5.1628637,9.604982,-4.570984,-7.5513525,-0.045075607,-0.13852388,11.436393,-0.7791266,0.12875982,5.224094,-11.423196,11.018962,4.83641,0.11898127,8.122142,-0.21238117,-1.2369348,9.804209,-0.9044318,0.31338406,-2.815758,-10.364692,-9.175274,-3.8741026,7.471793,-2.5031052,6.6313963,-8.836165,-10.075506,9.76023,-0.81575525,-7.829305,6.517823,-9.744239,10.002392,-7.1030045,-9.351875,-6.671258,-9.047397,7.5840845,-9.93638,0.28120506,0.4836508,9.583276,11.299068,-6.233134,-0.104510136,3.1530814,3.648452,8.797269,-4.735526,-3.8440952,5.578686,2.7846684,10.111176,-0.85889465,-0.8582903,-9.359453,-13.276778,7.1120677,-0.5357127,-8.476494,-4.426002,-3.273323,4.574964,-0.59371465,6.1986723,2.8355916,4.02488,0.22451703,0.3642224,-6.6934147,3.4742289,-1.4612396,4.118959,8.820284,-10.916223,-8.1319275,-9.346885,-4.164301,7.693511,-5.906877,1.5818533,11.997232,-8.99707,2.3457704,-6.8012934,3.3656642,3.6504378,0.3331072,-0.16777489,5.9279003,-5.217837,-0.31805632,-10.450978,-3.5053792,8.497723,5.825676,0.3369096,7.3976674,7.0011845,-5.468076,-7.307725,-6.1350694,-0.42258945,7.4090214,11.58537,-0.5853052,-4.7785487,-11.220497,9.595478,0.46389803,-10.095017,-8.244314,-0.21300688,7.293825,0.3249989,-10.63963
CASE10,CASE10_23,33.225,data/train/CASE10/image/CASE10_23,data/train/CASE10/meta/CASE10_23,378.3416157662869,5756.400444444444,258434.9947,210214.70105,17810.6124,30409.68125,23.48940972818269,21.5,82.78843745655483,67.69999694824219,419.921875,5756.400444444444,5793,11.638672,-13.408857,0.32130802,1.2034957,6.2847304,9.854805,-6.3236303,-7.023828,3.0872116,-6.934567,-5.161198,9.573076,-4.5560465,-7.560016,-0.026219893,-0.114522666,11.44876,-0.74864733,0.1566282,5.292868,-11.42325,11.027284,4.8215523,0.123756155,8.133032,-0.21326569,-1.2148769,9.844416,-0.8354757,0.27087298,-2.7579172,-10.39034,-9.231481,-3.8803818,7.4474626,-2.5290704,6.6507416,-8.786462,-10.022255,9.812166,-0.79065955,-7.842727,6.524644,-9.7176485,10.028051,-7.120183,-9.388172,-6.6919217,-9.065327,7.551068,-9.990398,0.2599853,0.43769607,9.557439,11.304997,-6.199664,-0.10056045,3.1874738,3.6385462,8.78678,-4.719542,-3.8766944,5.546391,2.7743394,10.102592,-0.85770935,-0.8620242,-9.377392,-13.28508,7.144414,-0.5400065,-8.471527,-4.4365726,-3.2281256,4.577382,-0.61062175,6.2083864,2.8076925,4.0325875,0.23807941,0.31388485,-6.6829987,3.4432187,-1.4365585,4.081208,8.774421,-10.941802,-8.127256,-9.292833,-4.131181,7.6814146,-5.9376855,1.5765297,12.004152,-9.029349,2.3047364,-6.793909,3.3422024,3.6270833,0.33130214,-0.1548642,5.9005165,-5.1573586,-0.2929745,-10.458431,-3.5136392,8.502426,5.842149,0.33636117,7.425183,7.019854,-5.4880958,-7.3115044,-6.1479287,-0.43270704,7.3570414,11.568033,-0.55776376,-4.786561,-11.193451,9.593168,0.45317167,-10.097011,-8.212721,-0.24460216,7.346239,0.37401497,-10.632186
CASE10,CASE10_24,35.72,data/train/CASE10/image/CASE10_24,data/train/CASE10/meta/CASE10_24,272.4525061841122,6079.426805555557,258458.9158,210230.17155,17822.196,30406.548250000003,23.188819335566627,21.5,75.23420144716899,57.900001525878906,384.8083333333333,6079.426805555557,9426,12.621673,-14.644985,0.38645157,1.2636504,6.7778945,10.638798,-6.8097987,-7.5960393,3.3926804,-7.539552,-5.571398,10.4598875,-4.982582,-8.20577,-0.014908034,-0.12415689,12.472617,-0.846549,0.10773701,5.7370486,-12.393605,11.985607,5.2428837,0.12642959,8.913996,-0.22247283,-1.3307848,10.729368,-0.9516812,0.3295652,-3.012468,-11.314925,-9.977594,-4.225396,8.077621,-2.7449722,7.2268972,-9.604316,-10.873917,10.636412,-0.8713486,-8.490742,7.0669127,-10.541053,10.906001,-7.7054386,-10.132554,-7.2352614,-9.832276,8.198744,-10.787947,0.34780192,0.4961968,10.382916,12.241161,-6.755415,-0.09621188,3.4177577,3.9248695,9.49575,-5.152556,-4.1319327,6.021187,3.0484335,10.977134,-0.9766379,-0.9711892,-10.181771,-14.424987,7.704926,-0.59766644,-9.211568,-4.8197427,-3.500957,4.975281,-0.63176405,6.7615647,3.0591104,4.357464,0.26431724,0.38309947,-7.3135653,3.7352252,-1.5600514,4.441337,9.551476,-11.836662,-8.813277,-10.155544,-4.5071,8.339022,-6.400958,1.779566,13.016984,-9.743721,2.5988266,-7.384014,3.6825342,3.9311607,0.36142707,-0.17202334,6.389004,-5.6633115,-0.3117553,-11.366691,-3.801934,9.233461,6.299453,0.368222,8.051,7.5945406,-5.8893123,-7.9519725,-6.6257577,-0.4569668,8.053931,12.550264,-0.60524344,-5.1250515,-12.200255,10.406092,0.47227028,-10.960901,-8.991586,-0.2920509,7.938324,0.4430145,-11.515837
CASE10,CASE10_25,35.564,data/train/CASE10/image/CASE10_25,data/train/CASE10/meta/CASE10_25,366.55030009150505,4997.300020833333,258299.63015,210100.21935,17815.5768,30383.833999999995,23.249826180934907,21.5,74.06107643975152,55.59999847412109,386.2479166666666,4997.300020833333,7086,13.486236,-15.27729,0.31643757,1.4251145,7.1484547,11.277223,-7.2424536,-7.941365,3.4747066,-7.859539,-5.7889514,10.927031,-5.2251244,-8.899385,0.11196172,-0.038343146,13.143415,-0.78316987,0.15013523,6.3530235,-13.105544,12.689138,5.474543,0.10690555,9.393058,-0.17595355,-1.4148309,11.5133,-0.68107367,0.16669971,-3.0132039,-12.034721,-10.645724,-4.514651,8.383435,-2.989538,7.7381635,-9.887047,-11.336046,11.351127,-0.77978563,-9.031794,7.5235415,-11.037801,11.67474,-8.171734,-10.834332,-7.686329,-10.385499,8.587675,-11.516808,0.24322896,0.45909348,11.000426,13.04049,-7.063735,-0.11189794,3.7889924,4.1858397,10.054345,-5.430931,-4.540318,6.361823,3.2067235,11.629129,-0.8208857,-0.94128126,-10.761571,-15.295156,8.233203,-0.6372857,-9.780016,-5.01447,-3.6555295,5.160412,-0.5411565,7.139757,3.0817895,4.584028,0.2216806,0.19831136,-7.698242,3.941344,-1.6537373,4.5901713,10.028045,-12.618511,-9.321977,-10.54547,-4.689576,8.870692,-6.8827696,1.8994209,13.801565,-10.355602,2.5856082,-7.7208157,3.7440472,4.1813817,0.27160922,-0.15161894,6.728693,-5.8037024,-0.16798854,-11.985842,-4.050126,9.737794,6.7099657,0.29240367,8.637764,8.084825,-6.344965,-8.406661,-7.088893,-0.53926194,8.313259,13.283979,-0.48654813,-5.426385,-12.772934,11.094042,0.40615672,-11.519566,-9.356609,-0.35230517,8.525892,0.5227331,-12.210296
CASE10,CASE10_26,35.622,data/train/CASE10/image/CASE10_26,data/train/CASE10/meta/CASE10_26,361.7042890638113,5303.703659722222,258456.633,210244.095,17797.374,30415.164,23.62565952075852,21.600000381469727,79.1031945625941,61.900001525878906,449.3690972222222,5303.703659722222,6655,14.455068,-16.383194,0.34044808,1.5099028,7.624884,12.037504,-7.7315717,-8.464113,3.7545557,-8.421324,-6.178866,11.72837,-5.6541414,-9.559733,0.14148794,-0.039445445,14.107919,-0.8529494,0.13503475,6.831541,-14.0077095,13.588764,5.863871,0.108601965,10.144935,-0.17402163,-1.5126117,12.392353,-0.7035202,0.18560745,-3.2051954,-12.898787,-11.400155,-4.844284,8.926615,-3.2433352,8.302139,-10.57897,-12.133683,12.186084,-0.8026016,-9.661667,8.030032,-11.826748,12.542659,-8.731239,-11.596201,-8.239606,-11.112743,9.184542,-12.327309,0.336267,0.49250212,11.796838,13.933711,-7.553407,-0.09677581,4.061683,4.473056,10.726776,-5.8204284,-4.8286395,6.8254943,3.4538333,12.471951,-0.8883931,-1.0156865,-11.532129,-16.395227,8.80135,-0.708338,-10.476878,-5.3888826,-3.907525,5.511159,-0.54365724,7.63586,3.3281271,4.9193673,0.237148,0.18110585,-8.280462,4.2085176,-1.7971861,4.906718,10.762349,-13.504956,-9.966773,-11.279695,-5.0361853,9.504125,-7.361919,2.1039877,14.759471,-11.009418,2.8199492,-8.244051,4.0429554,4.464219,0.30507708,-0.1863303,7.1858497,-6.258152,-0.11722356,-12.867369,-4.3081055,10.392271,7.155696,0.31795827,9.222495,8.636579,-6.7727194,-9.009517,-7.552753,-0.54183316,8.914785,14.232097,-0.4898206,-5.781108,-13.678665,11.8730755,0.4057237,-12.321125,-10.0400305,-0.39930576,9.11764,0.62342143,-13.080867
CASE10,CASE10_27,36.637,data/train/CASE10/image/CASE10_27,data/train/CASE10/meta/CASE10_27,352.7397409975528,5921.381694444445,258477.96975,210237.9068,17828.8152,30411.24775,24.18642347852389,22.200000762939453,82.72395837571887,66.30000305175781,585.3354166666667,5921.381694444445,10115,14.562901,-16.516657,0.36589116,1.5219213,7.6689396,12.130485,-7.780276,-8.522477,3.777622,-8.485846,-6.2346244,11.81364,-5.6745825,-9.624946,0.13426127,-0.050426424,14.227453,-0.85252434,0.13328497,6.8916993,-14.117334,13.673046,5.9148154,0.109755695,10.195074,-0.172356,-1.5485512,12.492822,-0.7344387,0.1995,-3.2380412,-13.003009,-11.456068,-4.8730617,8.999789,-3.2515397,8.357546,-10.6756,-12.230792,12.25703,-0.8326282,-9.719744,8.102965,-11.9119425,12.623514,-8.786787,-11.670739,-8.295333,-11.187879,9.272269,-12.424752,0.31572297,0.5281418,11.902056,14.041703,-7.63329,-0.111837514,4.0921526,4.5164933,10.824022,-5.8608036,-4.859664,6.8946586,3.4688735,12.558275,-0.875551,-1.0160792,-11.609215,-16.533443,8.845537,-0.6916515,-10.560536,-5.386919,-3.9532366,5.5668225,-0.52576524,7.6873965,3.337349,4.958328,0.23793523,0.1926418,-8.339632,4.258381,-1.8200531,4.9740767,10.871303,-13.608614,-10.03041,-11.397091,-5.0531964,9.580018,-7.413027,2.1074984,14.864275,-11.090854,2.8566444,-8.320477,4.0603623,4.51962,0.27949968,-0.17342404,7.268483,-6.298695,-0.13633075,-12.949785,-4.3471346,10.474435,7.2059374,0.29708883,9.296725,8.711357,-6.834197,-9.087073,-7.629661,-0.5410881,8.986916,14.351075,-0.4781453,-5.82423,-13.786485,11.990996,0.40670553,-12.417101,-10.137159,-0.38097295,9.16636,0.598884,-13.181593
CASE10,CASE10_28,35.984,data/train/CASE10/image/CASE10_28,data/train/CASE10/meta/CASE10_28,343.4281626045704,5651.184409722223,258477.2223,210265.7537,17821.368599999998,30390.1,25.464096996519302,23.600000381469727,83.28336795436012,65.4000015258789,486.4604166666667,5651.184409722223,9311,14.332593,-16.230486,0.33955562,1.4916823,7.595742,11.918778,-7.678426,-8.395393,3.7565856,-8.295258,-6.0985303,11.612664,-5.5911326,-9.515858,0.1650253,-0.026640182,13.979756,-0.86039096,0.13680722,6.817642,-13.894828,13.488503,5.8024635,0.1061374,10.030246,-0.18644734,-1.5029911,12.294166,-0.67531043,0.16089702,-3.1773038,-12.781509,-11.289622,-4.805984,8.857577,-3.2160892,8.22778,-10.472287,-12.0182495,12.075864,-0.7972106,-9.568552,7.973322,-11.710175,12.439064,-8.660711,-11.502155,-8.170031,-10.999288,9.104988,-12.222513,0.3048137,0.49502656,11.723056,13.839576,-7.48979,-0.12599376,4.049924,4.461053,10.644873,-5.780914,-4.8228045,6.7775593,3.424988,12.36968,-0.8508245,-0.9954683,-11.432734,-16.265244,8.720612,-0.7018396,-10.377504,-5.3065166,-3.902009,5.424477,-0.50634915,7.5579224,3.2769423,4.8705187,0.22136106,0.16334,-8.220166,4.1966224,-1.7883711,4.8751874,10.681952,-13.397547,-9.8875475,-11.17999,-4.997243,9.445316,-7.3090434,2.0660534,14.646436,-10.941824,2.768264,-8.171579,3.9858341,4.4384584,0.2798491,-0.17289379,7.1317964,-6.188286,-0.103705466,-12.756607,-4.2923098,10.304527,7.104474,0.29305637,9.158955,8.5722885,-6.734007,-8.9507,-7.5086837,-0.5357138,8.824364,14.124569,-0.47578505,-5.7262015,-13.563296,11.778234,0.40659076,-12.192223,-9.918803,-0.38414454,9.057084,0.59963447,-12.984247
CASE10,CASE10_29,36.809,data/train/CASE10/image/CASE10_29,data/train/CASE10/meta/CASE10_29,337.04712611436844,6117.3886041666665,258356.1313,210137.34855,17826.333,30392.44975,25.43826359907786,23.600000381469727,82.27961800098419,65.19999694824219,436.3569444444444,6117.3886041666665,15947,13.881917,-15.722809,0.3073895,1.469667,7.416086,11.621178,-7.4734106,-8.259933,3.5451486,-8.180914,-5.9291053,11.247501,-5.4094143,-9.215447,0.06566414,-0.05359775,13.621485,-0.77005893,0.19381607,6.534638,-13.494163,13.108935,5.6938024,0.09032918,9.742065,-0.22288111,-1.4230832,11.968419,-0.7095046,0.2051598,-2.9917152,-12.469513,-11.002479,-4.6386757,8.635281,-3.1295123,7.974302,-10.215557,-11.802718,11.775805,-0.8461918,-9.328578,7.7892947,-11.47482,12.034631,-8.410132,-11.216469,-8.025072,-10.742557,8.863553,-11.950308,0.24877726,0.4064857,11.375289,13.483223,-7.3030987,-0.15683874,3.9363804,4.3357873,10.425734,-5.599665,-4.6718554,6.5390234,3.288292,11.9237385,-0.8621972,-0.9258681,-11.133517,-15.811474,8.5866,-0.6197423,-10.1764345,-5.1204486,-3.7602615,5.440775,-0.59635454,7.445072,3.2263958,4.8023458,0.26014972,0.2139845,-7.9173093,4.082095,-1.7431889,4.7923775,10.365061,-13.100951,-9.564016,-10.848476,-4.8545346,9.158126,-7.115917,1.9954126,14.221734,-10.575626,2.6954987,-8.038448,3.8426282,4.2965856,0.22627974,-0.14782345,6.9683456,-5.975459,-0.18550073,-12.461863,-4.1760654,10.059789,6.8869295,0.32826594,8.953924,8.385846,-6.536163,-8.650981,-7.3500795,-0.47755072,8.59452,13.726598,-0.50042623,-5.636069,-13.151364,11.521822,0.42214125,-11.882592,-9.656136,-0.32437864,8.734964,0.5362772,-12.59484
CASE10,CASE10_30,37.47,data/train/CASE10/image/CASE10_30,data/train/CASE10/meta/CASE10_30,329.1605951935053,5392.5469375,258499.6473,210237.9068,17838.744,30422.9965,24.983749802907308,22.89999961853028,82.52201405366262,63.79999923706055,422.9222222222222,5392.5469375,18488,14.387175,-16.403894,0.37090066,1.4963616,7.641687,12.061822,-7.7208977,-8.52901,3.7484093,-8.507987,-6.201172,11.732126,-5.6321373,-9.461908,0.07835846,-0.10512036,14.149328,-0.8640451,0.14685428,6.7216253,-13.986135,13.585402,5.9214435,0.10867582,10.171019,-0.1977882,-1.4877708,12.387204,-0.8034966,0.24388622,-3.1903281,-12.885446,-11.372635,-4.8087025,8.965629,-3.2074082,8.241656,-10.672776,-12.246226,12.160438,-0.89378846,-9.685392,8.028564,-11.903683,12.46376,-8.691114,-11.551535,-8.280232,-11.180055,9.188345,-12.353929,0.37267426,0.46296725,11.768082,13.912656,-7.599603,-0.11856759,4.045892,4.4552336,10.760864,-5.798695,-4.73988,6.792879,3.4324622,12.39265,-0.96933943,-1.0219365,-11.566606,-16.425365,8.832872,-0.6705118,-10.493446,-5.3554716,-3.8924356,5.6212964,-0.63130677,7.6767,3.3911538,4.959227,0.25988847,0.23180453,-8.279384,4.1840115,-1.8143697,4.960289,10.758766,-13.510323,-9.91923,-11.339622,-5.0355678,9.482892,-7.3213854,2.075898,14.718186,-10.952583,2.8889592,-8.34442,4.0939903,4.4400816,0.30080554,-0.19288595,7.1986403,-6.3005695,-0.19686323,-12.889613,-4.3158593,10.4487295,7.124941,0.3399509,9.2304735,8.626083,-6.7193623,-8.958224,-7.5583467,-0.49918076,8.968633,14.220383,-0.51713216,-5.7948704,-13.705319,11.882483,0.43229067,-12.337618,-10.103578,-0.3818972,9.03356,0.5699482,-13.047479
